Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
15,0,39,1,5998,106,37,29,1,1,24,441.18,397.062,94.118,0
3,0,37,0,3020,30,11,19,1,1,19,166,149.4,66.6,0
11,1,38,0,3170,49,20,21,1,1,27,208.76,187.884,70.876,1
11,1,39,0,2448,52,45,36,1,1,21,280,252,78,1
2,1,39,0,313,10,11,7,1,1,18,56.92,51.228,60,1
3,0,39,0,1848,33,11,11,1,1,21,119.24,107.316,61.924,0
5,0,36,1,6965,105,25,27,1,1,29,143.55,129.195,64.355,0
2,0,39,0,808,15,20,9,1,1,23,70.575,63.5175,60,1
2,0,39,1,518,12,15,7,1,1,18,30.45,27.405,60,0
27,1,34,3,16255,246,11,85,1,1,20,792.045,712.8405,129.2045,0
8,0,37,3,7145,124,282,38,2,1,28,1596.105,1436.4945,209.6105,0
4,0,39,0,3898,90,13,33,1,1,21,237.96,214.164,73.796,0
5,0,38,0,1845,52,49,25,1,1,18,271.88,244.692,77.188,0
8,0,39,0,2960,61,186,28,1,1,28,972.945,875.6505,147.2945,0
6,1,30,1,1495,44,204,16,2,1,22,987.255,888.5295,148.7255,1
6,0,29,0,1748,47,41,73,1,1,29,147.375,132.6375,64.7375,0
13,0,30,0,880,33,21,12,1,1,23,135.585,122.0265,63.5585,0
2,0,29,0,1005,18,32,8,1,1,16,105.575,95.0175,60.5575,0
12,0,28,0,1405,40,30,18,1,1,29,200.025,180.0225,70.0025,0
4,0,28,0,,69,19,28,1,1,23,214.96,193.464,71.496,0
4,0,21,0,1875,34,39,19,1,1,28,261.405,235.2645,76.1405,0
18,0,20,1,6573,149,96,47,2,1,19,734.49,661.041,123.449,0
14,0,18,0,9113,179,84,45,1,1,24,442.3,398.07,94.23,0
10,0,19,3,3033,53,42,24,1,1,23,291.44,262.296,79.144,0
4,0,12,1,4570,48,226,15,1,1,16,1088.72,979.848,158.872,0
5,0,12,1,1668,27,11,12,1,1,21,111.8,100.62,61.18,1
6,0,35,0,4190,63,0,12,1,1,16,170.12,153.108,67.012,0
0,0,36,0,0,0,0,0,1,1,29,null,0,60,0
8,0,34,0,2273,52,348,19,1,1,27,1485,1336.5,198.5,0
8,0,35,0,4018,58,0,30,1,1,27,224.18,201.762,72.418,0
1,0,35,0,2213,50,0,28,1,1,16,124.465,112.0185,62.4465,0
9,0,35,1,3595,74,21,23,1,1,24,230.76,207.684,73.076,0
2,0,35,0,2180,31,274,13,1,1,29,1184.44,1065.996,168.444,0
11,0,34,2,8935,113,133,38,1,1,24,893.92,804.528,139.392,0
5,0,35,0,13593,161,0,39,1,1,23,550.16,495.144,105.016,0
5,0,35,1,4335,75,0,20,1,1,16,176.4,158.76,67.64,0
4,0,35,0,5738,87,0,7,1,1,25,233,209.7,73.3,0
7,0,35,0,2058,46,0,12,1,1,19,84.16,75.744,60,0
23,0,35,3,14960,217,43,27,1,1,20,779.08,701.172,127.908,0
2,0,35,1,2915,19,472,3,1,1,25,2005.36,1804.824,250.536,0
7,0,34,0,15305,174,139,25,1,1,18,1322.055,1189.8495,182.2055,0
1,0,34,1,6320,78,175,21,1,1,20,955.92,860.328,145.592,0
0,0,34,0,695,6,0,6,1,1,29,31.545,28.3905,60,0
0,,35,0,530,6,2,3,1,1,16,29.44,26.496,60,0
0,1,34,0,0,,0,0,1,1,17,null,0,60,1
1,0,34,0,7328,119,373,38,1,1,16,2013.615,1812.2535,251.3615,0
5,0,34,1,11285,146,0,42,1,1,25,285.775,257.1975,78.5775,0
6,0,34,1,6538,67,97,32,1,1,21,733.725,660.3525,123.3725,0
21,1,30,0,775,39,5,12,1,1,21,59.13,53.217,60,1
19,0,33,8,10255,85,0,37,1,1,18,155.1,139.59,65.51,0
11,1,33,1,5638,90,15,19,1,1,25,325.26,292.734,82.526,1
0.05,0,31,0,2660,14,0,9,1,1,28,106.96,96.264,60.696,0
7,0,32,0,2810,33,0,11,1,1,28,113.72,102.348,61.372,1
7,1,33,0,2088,36,23,26,1,1,18,176.96,159.264,67.696,1
0,0,33,0,0,0,0,0,1,1,20,null,0,60,1
0,0,33,0,1488,17,0,1,1,1,18,60.2,54.18,60,0
1,0,30,1,,89,3,17,1,1,26,104.91,94.419,60.491,0
0,0,33,0,0,0,0,0,1,1,28,null,0,60,1
0,0,33,0,0,0,0,0,1,1,25,null,0,60,0
23,0,28,3,15895,230,0,75,1,1,25,725.625,653.0625,122.5625,0
4,0,31,3,6785,108,260,28,2,1,27,1480.185,1332.1665,198.0185,0
0,0,33,0,3538,74,0,23,1,1,21,162.54,146.286,66.254,0
1,0,32,0,1485,36,27,15,1,1,29,168.84,151.956,66.884,0
4,0,33,0,2600,45,164,18,1,1,21,857.025,771.3225,135.7025,0
2,0,24,1,1135,28,182,6,2,1,21,871.335,784.2015,137.1335,0
2,0,23,0,1388,31,19,63,1,1,27,82.975,74.6775,60,0
9,0,24,0,520,17,0,2,1,1,24,24.165,21.7485,60,0
0,0,23,0,0,0,10,0,1,1,23,25,22.5,60,0
8,0,22,0,1045,24,8,8,1,1,28,84.105,75.6945,60,0
0,0,22,0,3045,53,0,18,1,1,28,123.92,111.528,62.392,0
0,0,15,0,1515,18,17,9,1,1,16,145.485,130.9365,64.5485,0
14,0,14,1,6213,133,74,37,2,1,26,618.57,556.713,111.857,0
10,0,12,0,8753,163,62,35,1,1,20,377.9,340.11,87.79,0
6,0,13,3,2673,37,20,14,1,1,27,188.4,169.56,68.84,0
0,,6,1,4210,32,204,5,1,1,17,985.68,887.112,148.568,0
1,0,6,1,1308,11,0,2,1,1,26,52.76,47.484,60,1
12,0,38,2,4970,81,26,32,1,1,25,306.04,275.436,80.604,0
4,0,39,0,918,15,28,19,1,1,22,149.32,134.388,64.932,0
14,0,37,2,3053,70,380,39,1,1,22,1644.92,1480.428,214.492,0
14,0,38,2,4798,76,22,50,1,1,29,389.07,350.163,88.907,0
7,0,38,2,2993,68,23,48,1,1,18,241.245,217.1205,74.1245,0
15,0,38,3,4375,92,53,43,1,1,26,390.68,351.612,89.068,0
8,0,38,2,2960,49,306,33,1,1,16,1344.36,1209.924,184.436,0
17,0,37,4,9715,131,165,58,2,1,27,1053.84,948.456,155.384,0
11,0,38,2,14373,179,21,59,1,1,28,666.08,599.472,116.608,0
11,0,38,3,5115,93,23,40,1,1,18,300.32,270.288,80.032,0
10,0,38,2,6518,105,28,27,1,1,29,376.92,339.228,87.692,0
13,0,38,0,2838,64,29,32,1,1,21,232.08,208.872,73.208,0
29,0,38,5,15740,235,75,47,1,1,17,939,845.1,143.9,0
8,0,38,3,3695,37,504,23,1,1,20,2165.28,1948.752,266.528,0
13,0,37,2,16085,192,171,45,1,1,21,1501.965,1351.7685,200.1965,0
7,0,37,3,7100,96,207,41,1,1,20,1115.84,1004.256,161.584,0
4,0,37,0,1475,24,21,26,1,1,22,161.955,145.7595,66.1955,0
6,0,38,0,1310,24,34,23,1,1,28,189.36,170.424,68.936,0
4,0,37,0,600,10,21,15,1,1,17,121.95,109.755,62.195,1
7,0,37,2,8108,137,405,58,1,1,17,1949.8,1754.82,244.98,0
11,0,37,3,12065,164,32,62,1,1,16,385.725,347.1525,88.5725,0
12,0,37,3,7318,85,129,52,1,1,17,913.635,822.2715,141.3635,0
27,1,33,0,1555,57,37,32,1,1,27,212.48,191.232,71.248,1
25,0,36,10,11035,103,22,57,2,1,29,200.07,180.063,70.007,0
17,0,36,3,6418,108,47,39,1,1,29,505.17,454.653,100.517,0
5,0,34,2,3440,32,21,29,1,1,22,222.88,200.592,72.288,0
13,1,35,0,3590,51,30,31,1,1,18,265.64,239.076,76.564,1
13,1,36,0,2868,54,55,46,1,1,29,336.88,303.192,83.688,1
4,0,36,0,733,12,21,17,1,1,19,113.8,102.42,61.38,1
5,0,36,2,2268,35,21,21,1,1,23,110.075,99.0675,61.0075,0
7,0,33,3,7385,107,35,37,1,1,25,164.88,148.392,66.488,0
4,0,36,0,1228,17,30,19,1,1,21,106.125,95.5125,60.6125,1
4,0,36,3,938,14,25,17,1,1,26,51.78,46.602,60,0
29,0,31,5,16675,248,21,95,1,1,21,856.035,770.4315,135.6035,0
10,0,34,5,7565,126,292,48,2,1,25,1660.095,1494.0855,216.0095,0
6,0,36,2,4318,92,23,43,1,1,16,268.4,241.56,76.84,0
7,1,35,0,2265,54,59,35,1,1,29,328.76,295.884,82.876,1
10,0,36,2,3380,63,196,38,1,1,25,1036.935,933.2415,153.6935,0
8,0,27,3,1915,46,214,26,2,1,23,1051.245,946.1205,155.1245,0
8,0,26,2,-2168,49,51,83,1,1,20,182.925,164.6325,68.2925,0
15,0,27,0,1300,35,31,22,1,1,16,177.4,159.66,67.74,0
4,0,26,0,1425,20,42,18,1,1,24,141.125,127.0125,64.1125,0
14,0,25,2,1825,42,40,28,1,1,28,264.015,237.6135,76.4015,0
6,0,25,2,3825,71,29,38,1,1,28,271.84,244.656,77.184,0
6,0,18,2,2295,36,49,29,1,1,24,325.395,292.8555,82.5395,0
20,0,17,3,6993,151,106,57,2,1,16,798.48,718.632,129.848,0
16,0,15,2,9533,181,94,55,1,1,26,286.71,258.039,78.671,0
12,0,16,5,3453,55,52,34,1,1,28,348.32,313.488,84.832,0
6,0,9,3,4990,50,236,25,1,1,27,1145.6,1031.04,164.56,0
7,1,9,3,2088,29,21,22,1,1,23,168.68,151.812,66.868,1
4,0,38,0,3770,61,0,2,1,1,28,172.395,155.1555,67.2395,0
0,,39,0,0,,0,0,1,1,26,0,0,60,0
6,0,37,0,1853,50,338,9,1,1,26,1606.635,1445.9715,210.6635,0
6,0,38,0,3598,56,0,20,1,1,18,200.97,180.873,70.097,0
0,,38,0,1793,48,0,18,1,1,17,101.255,91.1295,60.1255,0
7,0,38,0,3175,72,11,13,1,1,29,173.88,156.492,67.388,0
0,,38,0,1760,29,264,3,1,1,17,1127.56,1014.804,162.756,0
9,0,37,0,8515,111,123,28,1,1,21,837.04,753.336,133.704,0
3,0,38,0,13173,159,0,29,1,1,27,533.28,479.952,103.328,0
3,0,38,0,O3915,73,0,10,1,1,29,159.52,143.568,65.952,0
2,0,38,0,5318,85,0,15,1,1,17,243.135,218.8215,74.3135,0
5,0,38,0,1638,44,0,2,1,1,29,67.28,60.552,60,0
21,0,38,1,14540,215,33,17,1,1,25,722.2,649.98,122.22,0
0,,38,0,2495,17,462,7,1,1,24,1948.48,1753.632,244.848,0
5,0,37,0,14885,172,129,15,1,1,18,1258.065,1132.2585,175.8065,0
0,,37,0,5900,76,165,11,1,1,19,899.04,809.136,139.904,0
0,0,37,0,275,4,0,1,1,1,19,12.555,11.2995,60,0
0,0,38,0,110,4,0,1,1,1,20,5.13,4.617,60,0
0,0,37,0,0,0,0,0,1,1,27,0,0,60,1
-0.05,0,37,0,6908,117,363,28,1,1,18,1949.625,1754.6625,244.9625,0
3,0,37,0,10865,144,0,32,1,1,18,440.36,396.324,94.036,0
4,0,37,0,6118,65,87,22,1,1,17,669.735,602.7615,116.9735,0
19,0,33,0,355,37,0,2,1,1,16,17.64,15.876,60,1
17,0,36,6,9835,83,0,27,1,1,16,247.95,223.155,74.795,0
9,1,36,0,5218,88,5,9,1,1,20,261.27,235.143,76.127,1
0,0,34,0,2240,12,0,4,1,1,25,90.08,81.072,60,0
5,0,35,0,2390,31,0,1,1,1,27,96.84,87.156,60,1
5,0,36,0,1668,34,13,16,1,1,23,120.08,108.072,62.008,1
0,0,36,0,0,0,0,0,1,1,16,0,0,60,1
0,0,36,0,1068,15,0,3,1,1,20,43.32,38.988,60,0
0,0,33,0,6185,87,0,7,1,1,23,156.8,141.12,65.68,0
0,0,36,0,0,0,0,0,1,1,29,0,0,60,1
0,0,36,0,0,0,0,0,1,1,20,0,0,60,0
21,0,31,1,15475,228,0,65,1,1,26,706.635,635.9715,120.6635,0
2,0,34,1,6365,106,250,18,2,1,23,1416.195,1274.5755,191.6195,0
0,0,36,0,3118,72,0,13,1,1,17,143.55,129.195,64.355,0
0,0,35,0,1065,34,17,5,1,1,22,111.96,100.764,61.196,0
2,0,36,0,2180,43,154,8,1,1,20,793.035,713.7315,129.3035,0
0,0,27,0,,26,172,1,2,1,23,807.345,726.6105,130.7345,0
0,0,26,0,968,29,9,53,1,1,19,47.425,42.6825,60,0
7,0,27,0,100,15,0,3,1,1,27,5.175,4.6575,60,0
0,0,26,0,0,0,0,0,1,1,23,0,0,60,0
6,0,25,0,625,22,0,2,1,1,20,29.115,26.2035,60,0
0,0,25,0,2625,51,0,8,1,1,19,107.04,96.336,60.704,0
0,0,18,0,1095,16,7,6,1,1,29,81.495,73.3455,60,0
12,0,17,0,5793,131,64,27,2,1,25,677.82,610.038,117.782,0
8,0,15,0,8333,161,52,25,1,1,26,342.35,308.115,84.235,0
4,0,16,1,2253,35,10,4,1,1,23,131.52,118.368,63.152,0
0,0,9,0,3790,30,194,23,1,1,20,928.8,835.92,142.88,0
0,-1,9,0,888,9,0,3,1,1,20,35.88,32.292,60,1
8,0,39,1,4485,77,37,21,1,1,29,330.48,297.432,83.048,0
0,0,40,0,433,11,39,8,1,1,25,173.76,156.384,67.376,0
10,0,38,1,2568,66,391,28,1,1,29,1669.36,1502.424,216.936,0
10,0,39,1,4313,72,33,39,1,1,27,422.675,380.4075,92.2675,0
3,0,39,1,2508,64,34,37,1,1,22,268.74,241.866,76.874,0
11,0,39,2,3890,88,64,32,1,1,27,415.12,373.608,91.512,0
4,0,39,1,2475,45,317,22,1,1,25,855.5,769.95,135.55,0
13,0,38,3,9230,127,176,47,1,1,29,1078.28,970.452,157.828,0
7,0,39,1,13888,175,32,48,1,1,22,690.52,621.468,119.052,0
7,0,39,2,4630,89,34,29,1,1,21,324.76,292.284,82.476,0
6,0,39,1,6033,101,39,16,1,1,20,401.36,361.224,90.136,0
9,1,39,0,2353,60,40,21,1,1,28,256.52,230.868,75.652,0
25,0,39,4,15255,231,86,36,1,1,29,963.44,867.096,146.344,0
4,0,39,2,3210,33,515,12,1,1,20,1368.575,1231.7175,186.8575,0
9,0,38,1,15600,188,182,34,1,1,25,1529.46,1376.514,202.946,0
3,0,38,2,6615,92,218,30,1,1,17,1140.28,1026.252,164.028,0
0,0,38,0,990,20,32,15,1,1,24,189.45,170.505,68.945,0
2,0,39,0,825,20,45,12,1,1,20,213.8,192.42,71.38,0
0,0,38,0,115,6,32,4,1,1,23,149.445,134.5005,64.9445,1
3,0,38,1,7623,133,416,47,1,1,23,1974.24,1776.816,247.424,0
7,0,38,2,11580,160,43,51,1,1,23,401,360.9,90.1,0
8,0,38,2,6833,81,140,41,1,1,26,941.13,847.017,144.113,0
23,1,34,0,1070,53,48,21,1,1,18,236.92,213.228,73.692,1
21,0,37,-9,10550,99,33,46,1,1,16,209.235,188.3115,70.9235,0
13,0,37,2,5933,104,58,28,1,1,23,473.48,426.132,97.348,0
1,0,35,1,2955,28,32,18,1,1,29,247.32,222.588,74.732,0
9,1,36,0,3105,47,41,20,1,1,18,290.08,261.072,79.008,1
9,0,37,0,2383,50,66,35,1,1,22,225.825,203.2425,72.5825,1
0,0,37,0,248,8,32,6,1,1,29,138.24,124.416,63.824,1
1,0,37,1,1783,31,32,10,1,1,24,125.35,112.815,62.535,0
3,0,34,2,6900,103,46,26,1,1,26,174.045,156.6405,67.4045,0
0,0,37,0,743,13,41,8,1,1,23,121.4,109.26,62.14,1
0,0,37,2,453,10,36,6,1,1,16,60.945,54.8505,60,0
25,0,32,4,16190,244,32,84,2,1,24,883.53,795.177,138.353,0
6,0,35,4,7080,122,303,37,2,1,24,1500.08,1350.072,200.008,0
2,0,37,1,3833,88,34,32,1,1,20,292.84,263.556,79.284,0
3,0,36,0,1780,50,70,24,1,1,21,220.75,198.675,72.075,0
6,0,37,1,2895,59,207,27,1,1,28,1064.43,957.987,156.443,0
4,0,28,2,1430,42,225,15,2,1,26,958.88,862.992,145.888,0
4,0,27,1,1683,45,62,72,1,1,24,118.92,107.028,61.892,0
11,0,28,0,815,31,42,11,1,1,20,201.84,181.656,70.184,0
0,0,27,0,940,16,53,7,1,1,18,156.4,140.76,65.64,0
10,0,26,1,1340,38,51,17,1,1,20,291.51,262.359,79.151,0
2,0,26,1,3340,67,40,27,1,1,28,296.28,266.652,79.628,0
2,0,19,1,1810,32,60,18,1,1,19,313.68,282.312,81.368,0
16,0,18,2,6508,147,117,46,2,1,22,825.975,743.3775,132.5975,0
12,0,16,1,9048,177,105,44,1,1,16,295.875,266.2875,79.5875,0
8,0,17,4,2968,51,63,23,2,1,29,372.76,335.484,87.276,0
2,0,10,2,4505,46,247,14,1,1,23,1170.04,1053.036,167.004,0
3,0,10,2,1603,25,32,11,1,1,26,193.12,173.808,69.312,1
8,0,37,0,4255,65,0,13,1,1,26,194.4,174.96,69.44,0
0,0,38,0,0,0,0,0,1,1,23,0,0,60,0
10,0,36,0,2338,54,327,20,1,1,21,1579.14,1421.226,207.914,0
10,0,37,0,-4083,60,0,31,1,1,21,227.865,205.0785,72.7865,0
3,0,37,0,2278,52,0,29,1,1,27,128.15,115.335,62.815,0
11,0,37,0,3660,76,0,24,1,1,28,168.12,151.308,66.812,0
4,0,37,0,2245,33,253,14,1,1,19,1103.12,992.808,160.312,0
13,0,36,1,9000,115,112,39,1,1,23,812.6,731.34,131.26,0
7,0,37,0,13658,163,0,40,1,1,20,552.84,497.556,105.284,0
7,0,37,0,4400,-77,0,21,1,1,26,179.08,161.172,67.908,0
6,0,37,0,5803,89,0,8,1,1,22,265.14,238.626,76.514,0
9,0,37,0,2123,48,0,13,1,1,16,86.84,78.156,60,0
25,0,37,2,15025,219,22,28,1,1,20,697.76,627.984,119.776,0
4,0,37,0,2980,21,451,4,1,1,26,1924.04,1731.636,242.404,0
9,0,36,0,15370,176,118,26,1,1,19,1230.57,1107.513,173.057,0
3,0,36,0,6385,80,154,22,1,1,29,874.6,787.14,137.46,0
0,0,36,0,760,8,0,7,1,1,24,34.56,31.104,60,0
2,0,37,0,595,8,0,4,1,1,20,27.135,24.4215,60,0
O,1,36,0,0,0,0,0,1,1,28,0,0,60,1
3,0,36,0,7393,121,352,39,1,1,26,1922.13,1729.917,242.213,0
7,0,36,0,11350,148,0,43,1,1,28,459.92,413.928,95.992,0
8,0,36,0,6603,69,76,33,1,1,26,642.24,578.016,114.224,0
23,0,32,0,840,41,0,13,1,1,16,39.645,35.6805,60,1
21,0,35,7,10320,87,0,38,2,1,24,260.175,234.1575,76.0175,0
13,1,35,0,5703,92,0,20,1,1,20,260.775,234.6975,76.0775,1
1,0,33,0,2725,16,0,10,1,1,25,109.64,98.676,60.964,0
9,1,34,0,2875,35,0,12,1,1,17,130.95,117.855,63.095,1
9,0,35,0,2153,38,2,27,1,1,22,95.64,86.076,60,1
O,0,35,0,0,0,0,0,1,1,23,0,0,60,1
1,0,35,0,1553,19,0,2,1,1,28,62.88,56.592,60,0
3,0,32,0,6670,91,0,18,1,1,20,169.025,152.1225,66.9025,0
O,0,35,0,513,1,0,3,1,1,16,12.85,11.565,60,1
O,0,35,0,0,0,0,0,1,1,22,0,0,60,0
25,0,30,2,15960,232,0,76,1,1,19,728.64,655.776,122.864,0
6,0,33,2,6850,110,239,29,2,1,22,1388.7,1249.83,188.87,0
2,0,35,0,3603,76,0,24,1,1,16,165.555,148.9995,66.5555,0
3,0,34,0,1550,38,6,16,1,1,18,87.52,78.768,60,0
6,0,35,0,2665,47,143,19,1,1,23,765.54,688.986,126.554,0
4,0,26,0,1200,30,161,7,2,1,24,779.85,701.865,127.985,0
4,0,25,0,,33,0,64,1,1,23,37.15,33.435,60,0
11,0,26,0,585,19,0,3,1,1,28,27.18,24.462,60,0
0,0,25,0,710,4,0,1,1,1,16,17.85,16.065,60,0
10,0,24,0,1110,26,0,9,1,1,24,51.12,46.008,60,0
2,0,24,0,3110,55,0,19,1,1,19,126.6,113.94,62.66,0
2,0,17,0,1580,20,0,10,1,1,16,72,64.8,60,0
16,0,16,0,6278,135,53,38,2,1,27,644.215,579.7935,114.4215,0
12,0,14,0,8818,165,41,36,1,1,27,327.075,294.3675,82.7075,0
8,0,15,2,2738,39,0,15,1,1,17,111.08,99.972,61.108,0
2,0,8,0,4275,34,183,6,1,1,18,904.36,813.924,140.436,0
3$^,1,8,0,1373,13,0,3,1,1,18,62.37,56.133,60,1
10,0,38,0,4560,72,14,20,1,1,26,241.28,217.152,74.128,0
2,0,39,0,508,6,16,7,1,1,23,95.13,85.617,60,0
12,0,37,0,2643,61,368,27,1,1,21,1580.16,1422.144,208.016,0
12,0,38,0,4388,67,10,38,1,1,17,300.025,270.0225,80.0025,0
5,0,38,0,2583,59,11,36,1,1,16,205.81,185.229,70.581,0
13,0,38,1,3965,83,41,31,1,1,20,325.92,293.328,82.592,0
6,0,38,0,2550,40,294,21,1,1,21,1279.6,1151.64,177.96,0
15,0,37,2,9305,122,153,46,1,1,21,989.08,890.172,148.908,0
9,0,38,0,13963,170,9,47,1,1,29,601.32,541.188,110.132,0
9,0,38,1,4705,84,11,28,1,1,26,235.56,212.004,73.556,0
8,0,38,0,6108,96,16,15,1,1,21,312.16,280.944,81.216,0
11,1,38,0,2428,55,17,20,1,1,26,167.32,150.588,66.732,0
27,0,38,3,15330,226,63,35,1,1,17,874.24,786.816,137.424,0
6,0,38,1,3285,28,492,11,1,1,16,2100.52,1890.468,260.052,0
11,0,37,0,15675,183,159,33,1,1,26,1429.11,1286.199,192.911,0
5,0,37,1,6690,87,195,29,1,1,23,1051.08,945.972,155.108,0
2,0,37,0,1065,15,9,14,1,1,19,89.1,80.19,60,0
4,0,38,0,900,15,22,11,1,1,24,124.6,112.14,62.46,0
2,0,37,0,190,1,9,3,1,1,17,49.095,44.1855,60,1
5,0,37,0,7698,128,393,46,1,1,22,2120.67,1908.603,262.067,0
9,0,37,1,11655,155,20,50,1,1,27,345.25,310.725,84.525,0
10,0,37,1,6908,76,117,40,1,1,25,840.78,756.702,134.078,0
25,1,33,0,1145,48,25,20,1,1,28,166.185,149.5665,66.6185,1
23,0,36,8,10625,94,10,45,1,1,26,175.785,158.2065,67.5785,0
15,0,36,1,6008,99,35,27,1,1,27,432.315,389.0835,93.2315,1
3,0,34,0,3030,23,9,17,1,1,27,158.12,142.308,65.812,0
11,1,35,0,3180,42,18,19,1,1,21,200.88,180.792,70.088,1
11,1,36,0,2458,45,43,34,1,1,27,272.12,244.908,77.212,1
2,0,36,0,323,3,9,5,1,1,28,49.04,44.136,60,1
3,0,36,0,1858,26,9,9,1,1,26,111.36,100.224,61.136,0
5,0,33,1,6975,98,23,25,1,1,19,140.595,126.5355,64.0595,0
2,0,36,0,-818,8,18,7,1,1,20,65.65,59.085,60,1
2,0,36,1,528,5,13,5,1,1,21,27.495,24.7455,60,0
27,0,31,3,16265,239,9,83,1,1,17,783.18,704.862,128.318,0
8,0,34,3,7155,117,280,36,2,1,20,1587.24,1428.516,208.724,0
4,0,36,0,3908,83,11,31,1,1,25,229.095,206.1855,72.9095,0
5,0,35,0,1855,45,47,23,1,1,19,264,237.6,76.4,0
8,0,36,0,2970,54,184,26,1,1,20,964.08,867.672,146.408,0
6,1,27,1,1505,37,202,14,2,1,22,978.39,880.551,147.839,1
6,0,26,0,1758,40,39,71,1,1,19,142.45,128.205,64.245,0
13,0,27,0,890,26,19,10,1,1,17,126.72,114.048,62.672,0
2,0,26,0,1015,11,30,6,1,1,17,100.65,90.585,60.065,0
12,0,25,0,1415,33,28,16,1,1,23,191.16,172.044,69.116,0
4,0,25,0,3415,62,17,26,1,1,24,207.08,186.372,70.708,0
4,0,18,0,1885,27,37,17,1,1,19,252.54,227.286,75.254,0
18,0,17,1,6582,142,94,45,2,1,23,725.58,653.022,122.558,0
14,0,15,0,9122,172,82,43,1,1,16,437.35,393.615,93.735,0
10,0,16,3,3042,46,40,22,1,1,17,283.52,255.168,78.352,0
4,0,9,1,4580,41,224,13,1,1,26,1080.84,972.756,158.084,0
5,0,9,1,1677,20,9,10,1,1,24,103.88,93.492,60.388,1
6,0,38,0,4180,70,0,14,1,1,27,170,153,67,0
0,0,39,0,128,4,0,1,1,1,27,5.94,5.346,60,0
8,0,37,0,2263,59,350,21,1,1,20,1492.88,1343.592,199.288,0
8,0,38,0,4008,65,0,32,1,1,19,224.015,201.6135,72.4015,0
1,0,38,0,2203,57,0,30,1,1,16,124.3,111.87,62.43,0
9,0,38,1,3585,81,23,25,1,1,17,238.64,214.776,73.864,0
2,0,38,0,2170,38,276,15,1,1,20,1192.32,1073.088,169.232,0
11,0,37,2,8925,120,135,40,1,1,29,901.8,811.62,140.18,0
5,0,38,0,13583,168,0,41,1,1,23,550.04,495.036,105.004,0
5,0,38,1,4325,82,0,22,1,1,16,176.28,158.652,67.628,0
4,0,38,0,5728,94,0,9,1,1,25,232.88,209.592,73.288,0
7,0,38,0,2048,53,0,14,1,1,23,84.04,75.636,60,0
23,0,38,3,14950,224,45,29,1,1,27,786.96,708.264,128.696,0
2,0,38,1,2905,26,474,5,1,1,21,2013.24,1811.916,251.324,0
7,0,37,0,15295,181,141,27,1,1,22,1330.92,1197.828,183.092,0
1,0,37,1,6310,85,177,23,1,1,18,963.8,867.42,146.38,0
0,0,37,0,685,13,0,8,1,1,26,31.41,28.269,60,0
0,0,38,0,520,13,4,5,1,1,16,37.32,33.588,60,0
0,o,37,0,0,0,0,0,1,1,20,0,0,60,1
1,0,37,0,7318,126,375,40,1,1,22,2022.48,1820.232,252.248,0
5,0,37,1,,153,2,44,1,1,23,290.7,261.63,79.07,0
6,0,37,1,6528,74,99,34,1,1,28,742.59,668.331,124.259,0
21,0,33,0,765,46,7,14,1,1,18,67.995,61.1955,60,1
19,0,36,8,10245,92,0,39,2,1,28,155.055,139.5495,65.5055,0
11,0,36,1,5628,97,17,21,1,1,29,334.125,300.7125,83.4125,1
0,o,34,0,2650,21,0,11,1,1,25,106.84,96.156,60.684,0
7,1,35,0,2800,40,0,13,1,1,20,113.6,102.24,61.36,1
7,0,36,0,2078,43,25,28,1,1,22,184.84,166.356,68.484,1
0,o,36,0,0,0,0,0,1,1,23,0,0,60,1
0,o,36,0,1478,24,0,3,1,1,17,60.08,54.072,60,0
1,0,33,1,6595,96,5,19,1,1,28,107.865,97.0785,60.7865,0
0,o,36,0,438,6,0,1,1,1,16,11.1,9.99,60,1
0,o,36,1,0,,0,0,1,1,27,0,0,60,0
23,0,31,3,15885,237,0,77,1,1,16,725.49,652.941,122.549,0
4,0,34,3,6775,115,262,30,2,1,23,1489.05,1340.145,198.905,0
0,o,36,0,3528,81,0,25,1,1,25,162.405,146.1645,66.2405,0
1,0,35,0,1475,43,29,17,1,1,23,176.72,159.048,67.672,0
4,0,36,0,2590,52,166,20,1,1,19,865.89,779.301,136.589,0
2,0,27,1,1125,35,184,8,2,1,29,880.2,792.18,138.02,0
2,0,26,0,1378,38,21,65,1,1,16,87.9,79.11,60,0
9,0,27,0,510,24,1,4,1,1,17,28.53,25.677,60,0
0,0,26,0,635,9,12,1,1,1,19,46.1,41.49,60,0
8,0,25,0,1035,31,10,10,1,1,18,92.97,83.673,60,0
0,0,25,0,3035,60,0,20,1,1,16,123.8,111.42,62.38,0
,0,18,0,1505,25,19,11,1,1,19,154.35,138.915,65.435,0
14,0,17,1,6202,140,76,39,2,1,24,627.39,564.651,112.739,0
10,0,15,0,8742,170,64,37,1,1,16,382.8,344.52,88.28,0
6,0,16,3,2662,44,22,16,1,1,19,196.24,176.616,69.624,0
,0,9,1,4200,39,206,7,1,1,20,993.56,894.204,149.356,0
1,0,9,1,1297,18,0,4,1,1,21,52.6,47.34,60,1
6,0,33,0,4370,65,0,16,1,1,26,199.575,179.6175,69.9575,0
