complains,subs_len,charge_amount,seconds_of_use,freq_of_use,freq_of_sms,distinct_call_nums,tariff_plan,status,age,customer_value,Churn
0,34,0,7328,119.0,373.0,38.0,1,1,16,2013.615,0
0,34,1,11285,146.0,0.0,42.0,1,1,25,285.775,0
0,34,1,6538,67.0,97.0,32.0,1,1,21,733.725,0
1,30,0,775,39.0,5.0,12.0,1,1,21,59.13,1
0,33,8,10255,85.0,0.0,37.0,1,1,18,155.1,0
1,33,1,5638,90.0,15.0,19.0,1,1,25,325.26,1
0,31,0,2660,14.0,0.0,9.0,1,1,28,106.96,0
0,32,0,2810,33.0,0.0,11.0,1,1,28,113.72,1
1,33,0,2088,36.0,23.0,26.0,1,1,18,176.96,1
0,33,0,0,0.0,0.0,0.0,1,1,20,0.0,1
0,33,0,1488,17.0,0.0,1.0,1,1,18,60.2,0
0,30,1,0,89.0,3.0,17.0,1,1,26,104.91,0
0,33,0,0,0.0,0.0,0.0,1,1,28,0.0,1
0,33,0,0,0.0,0.0,0.0,1,1,25,0.0,0
0,28,3,15895,230.0,0.0,75.0,1,1,25,725.625,0
0,31,3,6785,108.0,260.0,28.0,2,1,27,1480.185,0
0,33,0,3538,74.0,0.0,23.0,1,1,21,162.54,0
0,32,0,1485,36.0,27.0,15.0,1,1,29,168.84,0
0,33,0,2600,45.0,164.0,18.0,1,1,21,857.025,0
0,24,1,1135,28.0,182.0,6.0,2,1,21,871.335,0
0,23,0,1388,31.0,19.0,63.0,1,1,27,82.975,0
0,24,0,520,17.0,0.0,2.0,1,1,24,24.165,0
0,23,0,0,0.0,10.0,0.0,1,1,23,25.0,0
0,22,0,1045,24.0,8.0,8.0,1,1,28,84.105,0
0,22,0,3045,53.0,0.0,18.0,1,1,28,123.92,0
0,15,0,1515,18.0,17.0,9.0,1,1,16,145.485,0
0,14,1,6213,133.0,74.0,37.0,2,1,26,618.57,0
0,12,0,8753,163.0,62.0,35.0,1,1,20,377.9,0
0,13,3,2673,37.0,20.0,14.0,1,1,27,188.4,0
0,6,1,4210,32.0,204.0,5.0,1,1,17,985.68,0
0,6,1,1308,11.0,0.0,2.0,1,1,26,52.76,1
0,38,2,4970,81.0,26.0,32.0,1,1,25,306.04,0
0,39,0,918,15.0,28.0,19.0,1,1,22,149.32,0
0,37,2,3053,70.0,380.0,39.0,1,1,22,1644.92,0
0,38,2,4798,76.0,22.0,50.0,1,1,29,389.07,0
0,38,2,2993,68.0,23.0,48.0,1,1,18,241.245,0
0,38,3,4375,92.0,53.0,43.0,1,1,26,390.68,0
0,38,2,2960,49.0,306.0,33.0,1,1,16,1344.36,0
0,37,4,9715,131.0,165.0,58.0,2,1,27,1053.84,0
0,38,2,14373,179.0,21.0,59.0,1,1,28,666.08,0
0,38,3,5115,93.0,23.0,40.0,1,1,18,300.32,0
0,38,2,6518,105.0,28.0,27.0,1,1,29,376.92,0
0,38,0,2838,64.0,29.0,32.0,1,1,21,232.08,0
0,38,5,15740,235.0,75.0,47.0,1,1,17,939.0,0
0,38,3,3695,37.0,504.0,23.0,1,1,20,2165.28,0
0,37,2,16085,192.0,171.0,45.0,1,1,21,1501.965,0
0,37,3,7100,96.0,207.0,41.0,1,1,20,1115.84,0
0,37,0,1475,24.0,21.0,26.0,1,1,22,161.955,0
0,38,0,1310,24.0,34.0,23.0,1,1,28,189.36,0
0,37,0,600,10.0,21.0,15.0,1,1,17,121.95,1
0,37,2,8108,137.0,405.0,58.0,1,1,17,1949.8,0
0,37,3,12065,164.0,32.0,62.0,1,1,16,385.725,0
0,37,3,7318,85.0,129.0,52.0,1,1,17,913.635,0
1,33,0,1555,57.0,37.0,32.0,1,1,27,212.48,1
0,36,10,11035,103.0,22.0,57.0,2,1,29,200.07,0
0,36,3,6418,108.0,47.0,39.0,1,1,29,505.17,0
0,34,2,3440,32.0,21.0,29.0,1,1,22,222.88,0
1,35,0,3590,51.0,30.0,31.0,1,1,18,265.64,1
1,36,0,2868,54.0,55.0,46.0,1,1,29,336.88,1
0,36,0,733,12.0,21.0,17.0,1,1,19,113.8,1
0,36,2,2268,35.0,21.0,21.0,1,1,23,110.075,0
0,33,3,7385,107.0,35.0,37.0,1,1,25,164.88,0
0,36,0,1228,17.0,30.0,19.0,1,1,21,106.125,1
0,36,3,938,14.0,25.0,17.0,1,1,26,51.78,0
0,31,5,16675,248.0,21.0,95.0,1,1,21,856.035,0
0,34,5,7565,126.0,292.0,48.0,2,1,25,1660.095,0
0,36,2,4318,92.0,23.0,43.0,1,1,16,268.4,0
1,35,0,2265,54.0,59.0,35.0,1,1,29,328.76,1
0,36,2,3380,63.0,196.0,38.0,1,1,25,1036.935,0
0,27,3,1915,46.0,214.0,26.0,2,1,23,1051.245,0
0,26,2,2168,49.0,51.0,83.0,1,1,20,182.925,0
0,27,0,1300,35.0,31.0,22.0,1,1,16,177.4,0
0,26,0,1425,20.0,42.0,18.0,1,1,24,141.125,0
0,25,2,1825,42.0,40.0,28.0,1,1,28,264.015,0
0,25,2,3825,71.0,29.0,38.0,1,1,28,271.84,0
0,18,2,2295,36.0,49.0,29.0,1,1,24,325.395,0
0,17,3,6993,151.0,106.0,57.0,2,1,16,798.48,0
0,15,2,9533,181.0,94.0,55.0,1,1,26,286.71,0
0,16,5,3453,55.0,52.0,34.0,1,1,28,348.32,0
0,9,3,4990,50.0,236.0,25.0,1,1,27,1145.6,0
1,9,3,2088,29.0,21.0,22.0,1,1,23,168.68,1
0,38,0,3770,61.0,0.0,2.0,1,1,28,172.395,0
0,39,0,0,69.49568827850527,0.0,0.0,1,1,26,0.0,0
0,37,0,1853,50.0,338.0,9.0,1,1,26,1606.635,0
0,38,0,3598,56.0,0.0,20.0,1,1,18,200.97,0
0,38,0,1793,48.0,0.0,18.0,1,1,17,101.255,0
0,38,0,3175,72.0,11.0,13.0,1,1,29,173.88,0
0,38,0,1760,29.0,264.0,3.0,1,1,17,1127.56,0
0,37,0,8515,111.0,123.0,28.0,1,1,21,837.04,0
0,38,0,13173,159.0,0.0,29.0,1,1,27,533.28,0
0,38,0,3915,73.0,0.0,10.0,1,1,29,159.52,0
0,38,0,5318,85.0,0.0,15.0,1,1,17,243.135,0
0,38,0,1638,44.0,0.0,2.0,1,1,29,67.28,0
0,38,1,14540,215.0,33.0,17.0,1,1,25,722.2,0
0,38,0,2495,17.0,462.0,7.0,1,1,24,1948.48,0
0,37,0,14885,172.0,129.0,15.0,1,1,18,1258.065,0
0,37,0,5900,76.0,165.0,11.0,1,1,19,899.04,0
0,37,0,275,4.0,0.0,1.0,1,1,19,12.555,0
0,38,0,110,4.0,0.0,1.0,1,1,20,5.13,0
0,37,0,0,0.0,0.0,0.0,1,1,27,0.0,1
0,37,0,6908,117.0,363.0,28.0,1,1,18,1949.625,0
0,37,0,10865,144.0,0.0,32.0,1,1,18,440.36,0
0,37,0,6118,65.0,87.0,22.0,1,1,17,669.735,0
0,33,0,355,37.0,0.0,2.0,1,1,16,17.64,1
0,36,6,9835,83.0,0.0,27.0,1,1,16,247.95,0
1,36,0,5218,88.0,5.0,9.0,1,1,20,261.27,1
0,34,0,2240,12.0,0.0,4.0,1,1,25,90.08,0
0,35,0,2390,31.0,0.0,1.0,1,1,27,96.84,1
0,36,0,1668,34.0,13.0,16.0,1,1,23,120.08,1
0,36,0,0,0.0,0.0,0.0,1,1,16,0.0,1
0,36,0,1068,15.0,0.0,3.0,1,1,20,43.32,0
0,33,0,6185,87.0,0.0,7.0,1,1,23,156.8,0
0,36,0,0,0.0,0.0,0.0,1,1,29,0.0,1
0,36,0,0,0.0,0.0,0.0,1,1,20,0.0,0
0,31,1,15475,228.0,0.0,65.0,1,1,26,706.635,0
0,34,1,6365,106.0,250.0,18.0,2,1,23,1416.195,0
0,36,0,3118,72.0,0.0,13.0,1,1,17,143.55,0
0,35,0,1065,34.0,17.0,5.0,1,1,22,111.96,0
0,36,0,2180,43.0,154.0,8.0,1,1,20,793.035,0
0,27,0,0,26.0,172.0,1.0,2,1,23,807.345,0
0,26,0,968,29.0,9.0,53.0,1,1,19,47.425,0
0,27,0,100,15.0,0.0,3.0,1,1,27,5.175,0
0,26,0,0,0.0,0.0,0.0,1,1,23,0.0,0
0,25,0,625,22.0,0.0,2.0,1,1,20,29.115,0
0,25,0,2625,51.0,0.0,8.0,1,1,19,107.04,0
0,18,0,1095,16.0,7.0,6.0,1,1,29,81.495,0
0,17,0,5793,131.0,64.0,27.0,2,1,25,677.82,0
0,15,0,8333,161.0,52.0,25.0,1,1,26,342.35,0
0,16,1,2253,35.0,10.0,4.0,1,1,23,131.52,0
0,9,0,3790,30.0,194.0,23.0,1,1,20,928.8,0
1,9,0,888,9.0,0.0,3.0,1,1,20,35.88,1
0,39,1,4485,77.0,37.0,21.0,1,1,29,330.48,0
0,40,0,433,11.0,39.0,8.0,1,1,25,173.76,0
0,38,1,2568,66.0,391.0,28.0,1,1,29,1669.36,0
0,39,1,4313,72.0,33.0,39.0,1,1,27,422.675,0
0,39,1,2508,64.0,34.0,37.0,1,1,22,268.74,0
0,39,2,3890,88.0,64.0,32.0,1,1,27,415.12,0
0,39,1,2475,45.0,317.0,22.0,1,1,25,855.5,0
0,38,3,9230,127.0,176.0,47.0,1,1,29,1078.28,0
0,39,1,13888,175.0,32.0,48.0,1,1,22,690.52,0
0,39,2,4630,89.0,34.0,29.0,1,1,21,324.76,0
0,39,1,6033,101.0,39.0,16.0,1,1,20,401.36,0
1,39,0,2353,60.0,40.0,21.0,1,1,28,256.52,0
0,39,4,15255,231.0,86.0,36.0,1,1,29,963.44,0
0,39,2,3210,33.0,515.0,12.0,1,1,20,1368.575,0
0,38,1,15600,188.0,182.0,34.0,1,1,25,1529.46,0
0,38,2,6615,92.0,218.0,30.0,1,1,17,1140.28,0
0,38,0,990,20.0,32.0,15.0,1,1,24,189.45,0
0,39,0,825,20.0,45.0,12.0,1,1,20,213.8,0
0,38,0,115,6.0,32.0,4.0,1,1,23,149.445,1
0,38,1,7623,133.0,416.0,47.0,1,1,23,1974.24,0
0,38,2,11580,160.0,43.0,51.0,1,1,23,401.0,0
0,38,2,6833,81.0,140.0,41.0,1,1,26,941.13,0
1,34,0,1070,53.0,48.0,21.0,1,1,18,236.92,1
0,37,9,10550,99.0,33.0,46.0,1,1,16,209.235,0
0,37,2,5933,104.0,58.0,28.0,1,1,23,473.48,0
0,35,1,2955,28.0,32.0,18.0,1,1,29,247.32,0
1,36,0,3105,47.0,41.0,20.0,1,1,18,290.08,1
0,37,0,2383,50.0,66.0,35.0,1,1,22,225.825,1
0,37,0,248,8.0,32.0,6.0,1,1,29,138.24,1
0,37,1,1783,31.0,32.0,10.0,1,1,24,125.35,0
0,34,2,6900,103.0,46.0,26.0,1,1,26,174.045,0
0,37,0,743,13.0,41.0,8.0,1,1,23,121.4,1
0,37,2,453,10.0,36.0,6.0,1,1,16,60.945,0
0,32,4,16190,244.0,32.0,84.0,2,1,24,883.53,0
0,35,4,7080,122.0,303.0,37.0,2,1,24,1500.08,0
0,37,1,3833,88.0,34.0,32.0,1,1,20,292.84,0
0,36,0,1780,50.0,70.0,24.0,1,1,21,220.75,0
0,37,1,2895,59.0,207.0,27.0,1,1,28,1064.43,0
0,28,2,1430,42.0,225.0,15.0,2,1,26,958.88,0
0,27,1,1683,45.0,62.0,72.0,1,1,24,118.92,0
0,28,0,815,31.0,42.0,11.0,1,1,20,201.84,0
0,27,0,940,16.0,53.0,7.0,1,1,18,156.4,0
0,26,1,1340,38.0,51.0,17.0,1,1,20,291.51,0
0,26,1,3340,67.0,40.0,27.0,1,1,28,296.28,0
0,19,1,1810,32.0,60.0,18.0,1,1,19,313.68,0
0,18,2,6508,147.0,117.0,46.0,2,1,22,825.975,0
0,16,1,9048,177.0,105.0,44.0,1,1,16,295.875,0
0,17,4,2968,51.0,63.0,23.0,2,1,29,372.76,0
0,10,2,4505,46.0,247.0,14.0,1,1,23,1170.04,0
0,10,2,1603,25.0,32.0,11.0,1,1,26,193.12,1
0,37,0,4255,65.0,0.0,13.0,1,1,26,194.4,0
0,38,0,0,0.0,0.0,0.0,1,1,23,0.0,0
0,36,0,2338,54.0,327.0,20.0,1,1,21,1579.14,0
0,37,0,4083,60.0,0.0,31.0,1,1,21,227.865,0
0,37,0,2278,52.0,0.0,29.0,1,1,27,128.15,0
0,37,0,3660,76.0,0.0,24.0,1,1,28,168.12,0
0,37,0,2245,33.0,253.0,14.0,1,1,19,1103.12,0
0,36,1,9000,115.0,112.0,39.0,1,1,23,812.6,0
0,37,0,13658,163.0,0.0,40.0,1,1,20,552.84,0
0,37,0,4400,77.0,0.0,21.0,1,1,26,179.08,0
0,37,0,5803,89.0,0.0,8.0,1,1,22,265.14,0
0,37,0,2123,48.0,0.0,13.0,1,1,16,86.84,0
0,37,2,15025,219.0,22.0,28.0,1,1,20,697.76,0
0,37,0,2980,21.0,451.0,4.0,1,1,26,1924.04,0
0,36,0,15370,176.0,118.0,26.0,1,1,19,1230.57,0
0,36,0,6385,80.0,154.0,22.0,1,1,29,874.6,0
0,36,0,760,8.0,0.0,7.0,1,1,24,34.56,0
0,37,0,595,8.0,0.0,4.0,1,1,20,27.135,0
1,36,0,0,0.0,0.0,0.0,1,1,28,0.0,1
0,36,0,7393,121.0,352.0,39.0,1,1,26,1922.13,0
0,36,0,11350,148.0,0.0,43.0,1,1,28,459.92,0
0,36,0,6603,69.0,76.0,33.0,1,1,26,642.24,0
0,32,0,840,41.0,0.0,13.0,1,1,16,39.645,1
0,35,7,10320,87.0,0.0,38.0,2,1,24,260.175,0
1,35,0,5703,92.0,0.0,20.0,1,1,20,260.775,1
0,33,0,2725,16.0,0.0,10.0,1,1,25,109.64,0
1,34,0,2875,35.0,0.0,12.0,1,1,17,130.95,1
0,35,0,2153,38.0,2.0,27.0,1,1,22,95.64,1
0,35,0,0,0.0,0.0,0.0,1,1,23,0.0,1
0,35,0,1553,19.0,0.0,2.0,1,1,28,62.88,0
0,32,0,6670,91.0,0.0,18.0,1,1,20,169.025,0
0,35,0,513,1.0,0.0,3.0,1,1,16,12.85,1
0,35,0,0,0.0,0.0,0.0,1,1,22,0.0,0
0,30,2,15960,232.0,0.0,76.0,1,1,19,728.64,0
0,33,2,6850,110.0,239.0,29.0,2,1,22,1388.7,0
0,35,0,3603,76.0,0.0,24.0,1,1,16,165.555,0
0,34,0,1550,38.0,6.0,16.0,1,1,18,87.52,0
0,35,0,2665,47.0,143.0,19.0,1,1,23,765.54,0
0,26,0,1200,30.0,161.0,7.0,2,1,24,779.85,0
0,25,0,0,33.0,0.0,64.0,1,1,23,37.15,0
0,26,0,585,19.0,0.0,3.0,1,1,28,27.18,0
0,25,0,710,4.0,0.0,1.0,1,1,16,17.85,0
0,24,0,1110,26.0,0.0,9.0,1,1,24,51.12,0
0,24,0,3110,55.0,0.0,19.0,1,1,19,126.6,0
0,17,0,1580,20.0,0.0,10.0,1,1,16,72.0,0
0,16,0,6278,135.0,53.0,38.0,2,1,27,644.215,0
0,14,0,8818,165.0,41.0,36.0,1,1,27,327.075,0
0,15,2,2738,39.0,0.0,15.0,1,1,17,111.08,0
0,8,0,4275,34.0,183.0,6.0,1,1,18,904.36,0
1,8,0,1373,13.0,0.0,3.0,1,1,18,62.37,1
0,38,0,4560,72.0,14.0,20.0,1,1,26,241.28,0
0,39,0,508,6.0,16.0,7.0,1,1,23,95.13,0
0,37,0,2643,61.0,368.0,27.0,1,1,21,1580.16,0
0,38,0,4388,67.0,10.0,38.0,1,1,17,300.025,0
0,38,0,2583,59.0,11.0,36.0,1,1,16,205.81,0
0,38,1,3965,83.0,41.0,31.0,1,1,20,325.92,0
0,38,0,2550,40.0,294.0,21.0,1,1,21,1279.6,0
0,37,2,9305,122.0,153.0,46.0,1,1,21,989.08,0
0,38,0,13963,170.0,9.0,47.0,1,1,29,601.32,0
0,38,1,4705,84.0,11.0,28.0,1,1,26,235.56,0
0,38,0,6108,96.0,16.0,15.0,1,1,21,312.16,0
1,38,0,2428,55.0,17.0,20.0,1,1,26,167.32,0
0,38,3,15330,226.0,63.0,35.0,1,1,17,874.24,0
0,38,1,3285,28.0,492.0,11.0,1,1,16,2100.52,0
0,37,0,15675,183.0,159.0,33.0,1,1,26,1429.11,0
0,37,1,6690,87.0,195.0,29.0,1,1,23,1051.08,0
0,37,0,1065,15.0,9.0,14.0,1,1,19,89.1,0
0,38,0,900,15.0,22.0,11.0,1,1,24,124.6,0
0,37,0,190,1.0,9.0,3.0,1,1,17,49.095,1
0,37,0,7698,128.0,393.0,46.0,1,1,22,2120.67,0
0,37,1,11655,155.0,20.0,50.0,1,1,27,345.25,0
0,37,1,6908,76.0,117.0,40.0,1,1,25,840.78,0
1,33,0,1145,48.0,25.0,20.0,1,1,28,166.185,1
0,36,8,10625,94.0,10.0,45.0,1,1,26,175.785,0
0,36,1,6008,99.0,35.0,27.0,1,1,27,432.315,1
0,34,0,3030,23.0,9.0,17.0,1,1,27,158.12,0
1,35,0,3180,42.0,18.0,19.0,1,1,21,200.88,1
1,36,0,2458,45.0,43.0,34.0,1,1,27,272.12,1
0,36,0,323,3.0,9.0,5.0,1,1,28,49.04,1
0,36,0,1858,26.0,9.0,9.0,1,1,26,111.36,0
0,33,1,6975,98.0,23.0,25.0,1,1,19,140.595,0
0,36,0,818,8.0,18.0,7.0,1,1,20,65.65,1
0,36,1,528,5.0,13.0,5.0,1,1,21,27.495,0
0,31,3,16265,239.0,9.0,83.0,1,1,17,783.18,0
0,34,3,7155,117.0,280.0,36.0,2,1,20,1587.24,0
0,36,0,3908,83.0,11.0,31.0,1,1,25,229.095,0
0,35,0,1855,45.0,47.0,23.0,1,1,19,264.0,0
0,36,0,2970,54.0,184.0,26.0,1,1,20,964.08,0
1,27,1,1505,37.0,202.0,14.0,2,1,22,978.39,1
0,26,0,1758,40.0,39.0,71.0,1,1,19,142.45,0
0,27,0,890,26.0,19.0,10.0,1,1,17,126.72,0
0,26,0,1015,11.0,30.0,6.0,1,1,17,100.65,0
0,25,0,1415,33.0,28.0,16.0,1,1,23,191.16,0
0,25,0,3415,62.0,17.0,26.0,1,1,24,207.08,0
0,18,0,1885,27.0,37.0,17.0,1,1,19,252.54,0
0,17,1,6582,142.0,94.0,45.0,2,1,23,725.58,0
0,15,0,9122,172.0,82.0,43.0,1,1,16,437.35,0
0,16,3,3042,46.0,40.0,22.0,1,1,17,283.52,0
0,9,1,4580,41.0,224.0,13.0,1,1,26,1080.84,0
0,9,1,1677,20.0,9.0,10.0,1,1,24,103.88,1
0,38,0,4180,70.0,0.0,14.0,1,1,27,170.0,0
0,39,0,128,4.0,0.0,1.0,1,1,27,5.94,0
0,37,0,2263,59.0,350.0,21.0,1,1,20,1492.88,0
0,38,0,4008,65.0,0.0,32.0,1,1,19,224.015,0
0,38,0,2203,57.0,0.0,30.0,1,1,16,124.3,0
0,38,1,3585,81.0,23.0,25.0,1,1,17,238.64,0
0,38,0,2170,38.0,276.0,15.0,1,1,20,1192.32,0
0,37,2,8925,120.0,135.0,40.0,1,1,29,901.8,0
0,38,0,13583,168.0,0.0,41.0,1,1,23,550.04,0
0,38,1,4325,82.0,0.0,22.0,1,1,16,176.28,0
0,38,0,5728,94.0,0.0,9.0,1,1,25,232.88,0
0,38,0,2048,53.0,0.0,14.0,1,1,23,84.04,0
0,38,3,14950,224.0,45.0,29.0,1,1,27,786.96,0
0,38,1,2905,26.0,474.0,5.0,1,1,21,2013.24,0
0,37,0,15295,181.0,141.0,27.0,1,1,22,1330.92,0
0,37,1,6310,85.0,177.0,23.0,1,1,18,963.8,0
0,37,0,685,13.0,0.0,8.0,1,1,26,31.41,0
0,38,0,520,13.0,4.0,5.0,1,1,16,37.32,0
0,37,0,0,0.0,0.0,0.0,1,1,20,0.0,1
0,37,0,7318,126.0,375.0,40.0,1,1,22,2022.48,0
0,37,1,0,153.0,2.0,44.0,1,1,23,290.7,0
0,37,1,6528,74.0,99.0,34.0,1,1,28,742.59,0
0,33,0,765,46.0,7.0,14.0,1,1,18,67.995,1
0,36,8,10245,92.0,0.0,39.0,2,1,28,155.055,0
0,36,1,5628,97.0,17.0,21.0,1,1,29,334.125,1
0,34,0,2650,21.0,0.0,11.0,1,1,25,106.84,0
1,35,0,2800,40.0,0.0,13.0,1,1,20,113.6,1
0,36,0,2078,43.0,25.0,28.0,1,1,22,184.84,1
0,36,0,0,0.0,0.0,0.0,1,1,23,0.0,1
0,36,0,1478,24.0,0.0,3.0,1,1,17,60.08,0
0,33,1,6595,96.0,5.0,19.0,1,1,28,107.865,0
0,36,0,438,6.0,0.0,1.0,1,1,16,11.1,1
0,36,1,0,69.49568827850527,0.0,0.0,1,1,27,0.0,0
0,31,3,15885,237.0,0.0,77.0,1,1,16,725.49,0
0,34,3,6775,115.0,262.0,30.0,2,1,23,1489.05,0
0,36,0,3528,81.0,0.0,25.0,1,1,25,162.405,0
0,35,0,1475,43.0,29.0,17.0,1,1,23,176.72,0
0,36,0,2590,52.0,166.0,20.0,1,1,19,865.89,0
0,27,1,1125,35.0,184.0,8.0,2,1,29,880.2,0
0,26,0,1378,38.0,21.0,65.0,1,1,16,87.9,0
0,27,0,510,24.0,1.0,4.0,1,1,17,28.53,0
0,26,0,635,9.0,12.0,1.0,1,1,19,46.1,0
0,25,0,1035,31.0,10.0,10.0,1,1,18,92.97,0
0,25,0,3035,60.0,0.0,20.0,1,1,16,123.8,0
0,18,0,1505,25.0,19.0,11.0,1,1,19,154.35,0
0,17,1,6202,140.0,76.0,39.0,2,1,24,627.39,0
0,15,0,8742,170.0,64.0,37.0,1,1,16,382.8,0
0,16,3,2662,44.0,22.0,16.0,1,1,19,196.24,0
0,9,1,4200,39.0,206.0,7.0,1,1,20,993.56,0
0,9,1,1297,18.0,0.0,4.0,1,1,21,52.6,1
0,33,0,4370,65.0,0.0,16.0,1,1,26,199.575,0
0,34,0,318,4.0,0.0,3.0,1,1,28,14.49,0
0,32,0,2453,54.0,351.0,23.0,1,1,22,1692.315,0
0,33,0,4198,60.0,0.0,34.0,1,1,28,234.19,0
0,33,0,2393,52.0,0.0,32.0,1,1,21,134.475,0
0,33,0,3775,76.0,24.0,27.0,1,1,28,281.295,0
0,33,0,2360,33.0,277.0,17.0,1,1,25,1203.72,0
0,32,1,9115,115.0,136.0,42.0,1,1,17,913.2,0
0,33,0,13773,163.0,0.0,43.0,1,1,23,557.44,0
0,33,0,4515,77.0,0.0,24.0,1,1,26,183.68,0
0,33,0,5918,89.0,0.0,11.0,1,1,22,270.315,0
1,33,0,2238,48.0,0.0,16.0,1,1,21,91.44,0
0,33,2,15140,219.0,46.0,31.0,1,1,17,798.36,0
0,33,0,3095,21.0,475.0,7.0,1,1,20,2024.64,0
0,32,0,15485,176.0,142.0,29.0,1,1,19,1343.745,0
0,32,0,6500,80.0,178.0,25.0,1,1,17,975.2,0
0,32,0,875,8.0,0.0,10.0,1,1,28,39.735,0
0,33,0,710,8.0,5.0,7.0,1,1,18,54.81,0
0,32,0,0,0.0,0.0,0.0,1,1,20,0.0,1
0,32,0,7508,121.0,376.0,42.0,1,1,29,2035.305,0
0,32,0,11465,148.0,3.0,46.0,1,1,17,476.52,0
0,32,0,6718,69.0,100.0,36.0,1,1,19,755.415,0
1,28,0,955,41.0,8.0,16.0,1,1,23,80.82,1
0,31,7,10435,87.0,0.0,41.0,1,1,29,263.05,0
0,31,0,5818,92.0,18.0,23.0,1,1,21,346.95,1
0,29,0,2840,16.0,0.0,13.0,1,1,25,114.24,0
1,30,0,2990,35.0,1.0,15.0,1,1,22,140.625,1
1,31,0,2268,38.0,26.0,30.0,1,1,25,196.24,1
1,31,0,0,0.0,0.0,0.0,1,1,21,0.0,1
0,31,0,1668,19.0,0.0,5.0,1,1,26,67.48,0
0,28,0,6785,91.0,6.0,21.0,1,1,21,186.9,0
0,31,0,628,1.0,1.0,3.0,1,1,29,18.225,1
0,31,0,338,5.0,0.0,1.0,1,1,28,8.575,0
0,26,2,16075,232.0,0.0,79.0,1,1,28,733.815,0
0,29,2,6965,110.0,263.0,32.0,2,1,29,1501.875,0
0,31,0,3718,76.0,0.0,27.0,1,1,22,170.73,0
0,30,0,1665,38.0,30.0,19.0,1,1,25,188.12,0
0,31,0,2780,47.0,167.0,22.0,1,1,26,878.715,0
0,22,0,1315,30.0,185.0,10.0,2,1,26,893.025,0
0,21,0,1568,33.0,22.0,67.0,1,1,20,95.025,0
0,22,0,700,19.0,2.0,6.0,1,1,16,41.355,0
0,21,0,825,4.0,13.0,2.0,1,1,16,53.225,0
0,20,0,1225,26.0,11.0,12.0,1,1,16,105.795,0
0,20,0,3225,55.0,0.0,22.0,1,1,20,131.2,0
0,13,0,1695,20.0,20.0,13.0,1,1,27,167.175,0
0,12,0,6392,135.0,77.0,41.0,2,1,18,782.485,0
0,10,0,8932,165.0,65.0,39.0,1,1,17,389.925,0
0,11,2,2852,39.0,23.0,18.0,1,1,16,207.64,0
0,4,0,4390,34.0,207.0,9.0,1,1,26,1004.96,0
0,4,0,1487,13.0,0.0,6.0,1,1,21,67.5,1
0,43,1,4370,77.0,13.0,18.0,1,1,25,229.88,0
0,44,0,318,11.0,15.0,5.0,1,1,23,73.16,0
0,42,1,2453,66.0,367.0,25.0,1,1,16,1568.76,0
0,43,1,4198,72.0,9.0,36.0,1,1,18,284.35,0
0,43,1,2393,64.0,10.0,34.0,1,1,27,155.565,0
0,43,2,3775,88.0,40.0,29.0,1,1,24,314.52,0
0,43,1,2360,45.0,293.0,19.0,1,1,19,792.625,0
0,42,3,9115,127.0,152.0,44.0,1,1,22,977.68,0
0,43,1,13773,175.0,8.0,45.0,1,1,23,589.92,0
0,43,2,4515,89.0,10.0,26.0,1,1,21,224.16,0
0,43,1,5918,101.0,15.0,13.0,1,1,26,300.76,0
1,43,0,2238,60.0,16.0,18.0,1,1,21,155.92,0
0,43,4,15140,231.0,62.0,33.0,1,1,18,862.84,0
0,43,2,3095,33.0,491.0,9.0,1,1,23,1305.7,0
0,42,1,15485,188.0,158.0,31.0,1,1,22,1416.285,0
0,42,2,6500,92.0,194.0,27.0,1,1,16,1039.68,0
0,42,0,875,20.0,8.0,12.0,1,1,27,76.275,0
0,43,0,710,20.0,21.0,9.0,1,1,24,113.2,0
0,42,0,0,0.0,8.0,0.0,1,1,21,36.0,1
0,42,1,7508,133.0,392.0,44.0,1,1,19,1873.64,0
0,42,2,11465,160.0,19.0,48.0,1,1,23,338.125,0
0,42,2,6718,81.0,116.0,38.0,1,1,22,827.955,0
1,38,0,955,53.0,24.0,18.0,1,1,18,136.32,1
0,41,9,10435,99.0,9.0,43.0,2,1,21,171.51,0
0,41,2,5818,104.0,34.0,25.0,1,1,27,372.88,0
0,39,1,2840,28.0,8.0,15.0,1,1,22,146.72,0
0,40,0,2990,47.0,17.0,17.0,1,1,22,189.48,1
1,41,0,2268,50.0,42.0,32.0,1,1,26,162.95,1
0,41,0,133,8.0,8.0,3.0,1,1,29,37.64,1
0,41,1,1668,31.0,8.0,7.0,1,1,26,62.475,0
0,38,2,6785,103.0,22.0,23.0,1,1,18,136.32,0
0,41,0,628,13.0,17.0,5.0,1,1,21,58.525,1
0,41,2,338,10.0,12.0,3.0,1,1,21,23.22,0
0,36,4,16075,244.0,8.0,81.0,1,1,20,770.355,0
0,39,4,6965,122.0,279.0,34.0,2,1,19,1399.48,0
0,41,1,3718,88.0,10.0,29.0,1,1,16,192.24,0
0,40,0,1665,50.0,46.0,21.0,1,1,27,157.875,0
0,41,1,2780,59.0,183.0,24.0,1,1,19,951.255,0
1,32,2,1315,42.0,201.0,12.0,2,1,17,858.28,1
0,31,1,1568,45.0,38.0,69.0,1,1,22,81.195,0
0,32,0,700,31.0,18.0,8.0,1,1,29,101.24,0
